match_id,condition,delta_t,alpha,vmax
J03WOH,constant_no_noise,0.48,1.0814663259877355,11.15580561360618
J03WOH,constant_no_noise,1.0,1.078346107357857,11.151862794488027
J03WOH,constant_no_noise,2.0,1.0750079323131378,11.150515572847418
J03WOH,constant_no_noise,3.0,1.0717241388254364,11.150150625419377
J03WOH,constant_noise_sigma0.1,0.2,1.0891300134312836,12.32498131059594
J03WOH,constant_noise_sigma0.1,0.48,1.081206144474006,11.199919224306207
J03WOH,constant_noise_sigma0.1,1.0,1.0780902464516202,11.15657156828095
J03WOH,constant_noise_sigma0.1,2.0,1.0750002793482043,11.151354328405537
J03WOH,constant_noise_sigma0.1,3.0,1.0716323813396964,11.150471159525033
J03WOH,constant_noise_sigma0.3,0.2,1.0919973623743497,20.99214317130342
J03WOH,constant_noise_sigma0.3,0.48,1.0806859131113176,11.534442205482419
J03WOH,constant_noise_sigma0.3,1.0,1.077578602830615,11.183771218159853
J03WOH,constant_noise_sigma0.3,2.0,1.0749849381385155,11.15496945634247
J03WOH,constant_noise_sigma0.3,3.0,1.071448895644587,11.151723712936723
J03WOH,constant_noise_sigma0.5,0.2,1.0948657877104901,32.21433486372385
J03WOH,constant_noise_sigma0.5,0.48,1.0801657644735927,12.239610773933999
J03WOH,constant_noise_sigma0.5,1.0,1.077067117009754,11.234851174136063
J03WOH,constant_noise_sigma0.5,2.0,1.074969597180481,11.161169835389154
J03WOH,constant_noise_sigma0.5,3.0,1.0712654570768365,11.153792101870383
J03WOH,constant_noise_sigma1.0,0.2,1.1020415652237159,61.719402626565056
J03WOH,constant_noise_sigma1.0,0.48,1.0788657546409908,15.68814028732382
J03WOH,constant_noise_sigma1.0,1.0,1.0757890922493305,11.470071446175258
J03WOH,constant_noise_sigma1.0,2.0,1.074931245886331,11.188007304407567
J03WOH,constant_noise_sigma1.0,3.0,1.0708070667035507,11.162536461760661
J03WOH,timevarying_no_noise,0.2,0.020283308535667382,222.81115638259513
J03WOH,timevarying_no_noise,0.48,0.022619691098442005,194.74230995777492
J03WOH,timevarying_no_noise,1.0,0.06536469310160323,63.82687278443376
J03WOH,timevarying_no_noise,2.0,0.24847242187378216,14.154249388999304
J03WOH,timevarying_no_noise,3.0,0.34848702826348,9.02283906852703
J03WOH,timevarying_noise,0.2,0.024018163470195177,799.6301835083675
J03WOH,timevarying_noise,0.48,0.022059370970336663,238.89262544148391
J03WOH,timevarying_noise,1.0,0.06496067600713866,64.90383260187089
J03WOH,timevarying_noise,2.0,0.24846368801452032,14.176340901469084
J03WOH,timevarying_noise,3.0,0.34840096718947616,9.027541318260344
J03WOY,constant_no_noise,0.2,1.00349223276974,12.166136035418813
J03WOY,constant_no_noise,0.48,0.9977830566415062,12.147124710589047
J03WOY,constant_no_noise,1.0,0.994926664093979,12.142646130560003
J03WOY,constant_no_noise,2.0,0.9919010018373383,12.141090413429323
J03WOY,constant_no_noise,3.0,0.9889562752668091,12.140659696940764
J03WOY,constant_noise_sigma0.1,0.2,1.0049098798693814,13.3924789982506
J03WOY,constant_noise_sigma0.1,0.48,0.997529597511915,12.193843934633614
J03WOY,constant_noise_sigma0.1,1.0,0.9946833365823633,12.147720296546318
J03WOY,constant_noise_sigma0.1,2.0,0.9918940245181811,12.141952632084202
J03WOY,constant_noise_sigma0.1,3.0,0.9888747394819825,12.141017997363981
J03WOY,constant_noise_sigma0.3,0.2,1.0077457686625575,22.677941686494922
J03WOY,constant_noise_sigma0.3,0.48,0.9970225283465584,12.54632140748414
J03WOY,constant_noise_sigma0.3,1.0,0.9941968892431633,12.176176058538527
J03WOY,constant_noise_sigma0.3,2.0,0.9918800002696232,12.145611902260018
J03WOY,constant_noise_sigma0.3,3.0,0.9887116414543174,12.142329392043933
J03WOY,constant_noise_sigma0.5,0.2,1.0105827119018242,34.74585515438989
J03WOY,constant_noise_sigma0.5,0.48,0.9965155380656858,13.286942902727871
J03WOY,constant_noise_sigma0.5,1.0,0.9937105857678593,12.229211103723362
J03WOY,constant_noise_sigma0.5,2.0,0.9918659762355878,12.151849604637025
J03WOY,constant_noise_sigma0.5,3.0,0.9885485819067239,12.144437417792457
J03WOY,constant_noise_sigma1.0,0.2,1.0176796880093124,66.49082437790425
J03WOY,constant_noise_sigma1.0,0.48,0.9952484073336999,16.927819913245465
J03WOY,constant_noise_sigma1.0,1.0,0.9924954559725876,12.472282890870888
J03WOY,constant_noise_sigma1.0,2.0,0.9918309170889965,12.178748293234845
J03WOY,constant_noise_sigma1.0,3.0,0.9881411012851258,12.153196491014524
J03WOY,timevarying_no_noise,0.2,0.038552843275280434,118.75059130470876
J03WOY,timevarying_no_noise,0.48,0.04081477657670079,109.42166161520271
J03WOY,timevarying_no_noise,1.0,0.0864428415958206,49.08711016811129
J03WOY,timevarying_no_noise,2.0,0.27145565549884,13.25049502421593
J03WOY,timevarying_no_noise,3.0,0.37723440918299306,8.452149842672672
J03WOY,timevarying_noise,0.2,0.04229682326641636,454.85708799663246
J03WOY,timevarying_noise,0.48,0.04025115025143752,132.24408029505406
J03WOY,timevarying_noise,1.0,0.08603314353745399,49.83245939813961
J03WOY,timevarying_noise,2.0,0.2714466618077094,13.270837526544398
J03WOY,timevarying_noise,3.0,0.37714375126361604,8.456541858361746
J03WQQ,constant_no_noise,0.2,1.074736568247498,11.501822861154828
J03WQQ,constant_no_noise,0.48,1.0685782349258544,11.484571699430802
J03WQQ,constant_no_noise,1.0,1.0654821263661374,11.480547096723702
J03WQQ,constant_no_noise,2.0,1.0621533848487539,11.479161084837678
J03WQQ,constant_no_noise,3.0,1.0588737711133889,11.478783967310239
J03WQQ,constant_noise_sigma0.1,0.2,1.0761671064191065,12.642591958095057
J03WQQ,constant_noise_sigma0.1,0.48,1.0683190641351765,11.528434297977995
J03WQQ,constant_noise_sigma0.1,1.0,1.0652282716786259,11.485289587038272
J03WQQ,constant_noise_sigma0.1,2.0,1.0621458215957869,11.47999842000971
J03WQQ,constant_noise_sigma0.1,3.0,1.0587836717600467,11.479113278323316
J03WQQ,constant_noise_sigma0.3,0.2,1.079029593498881,21.317303904952077
J03WQQ,constant_noise_sigma0.3,0.48,1.0678008787147981,11.860029136336381
J03WQQ,constant_noise_sigma0.3,1.0,1.06472058269658,11.512340728487427
J03WQQ,constant_noise_sigma0.3,2.0,1.0621306901295209,11.48357864961433
J03WQQ,constant_noise_sigma0.3,3.0,1.058603465332617,11.480372384999058
J03WQQ,constant_noise_sigma0.5,0.2,1.0818931535668408,32.63009416424799
J03WQQ,constant_noise_sigma0.5,0.48,1.0672827754171317,12.556825000024975
J03WQQ,constant_noise_sigma0.5,1.0,1.064213049290705,11.562974861933885
J03WQQ,constant_noise_sigma0.5,2.0,1.0621155589088351,11.489700531765106
J03WQQ,constant_noise_sigma0.5,3.0,1.058423304597292,11.482431074670867
J03WQQ,constant_noise_sigma1.0,0.2,1.0890567529905106,62.43171655372724
J03WQQ,constant_noise_sigma1.0,0.48,1.0659878763014774,15.984908530828253
J03WQQ,constant_noise_sigma1.0,1.0,1.062944895849594,11.795604746227518
J03WQQ,constant_noise_sigma1.0,2.0,1.0620777319314862,11.516149413638306
J03WQQ,constant_noise_sigma1.0,3.0,1.057973102531498,11.49107986764493
J03WQQ,timevarying_no_noise,0.2,0.03695792127690664,124.23699115116975
J03WQQ,timevarying_no_noise,0.48,0.039355009911901724,113.92602669496638
J03WQQ,timevarying_no_noise,1.0,0.08999267714679964,47.30571102690346
J03WQQ,timevarying_no_noise,2.0,0.2750248349860197,13.1869928048812
J03WQQ,timevarying_no_noise,3.0,0.3764248645437016,8.62483779274849
J03WQQ,timevarying_noise,0.2,0.040701219812267715,472.7029057059144
J03WQQ,timevarying_noise,0.48,0.038791572918488,137.56559289446432
J03WQQ,timevarying_noise,1.0,0.08958196073646804,48.01340470352773
J03WQQ,timevarying_noise,2.0,0.27501582173944505,13.207013652907152
J03WQQ,timevarying_noise,3.0,0.37633436005453347,8.629195464980837
J03WR9,constant_no_noise,0.2,1.0450194347394204,11.419771434361719
J03WR9,constant_no_noise,0.48,1.0390625620999274,11.401646301876466
J03WR9,constant_no_noise,1.0,1.036095674153452,11.397451210981721
J03WR9,constant_no_noise,2.0,1.0329632756927618,11.396016771368018
J03WR9,constant_no_noise,3.0,1.029909951474371,11.395626238510838
J03WR9,constant_noise_sigma0.1,0.2,1.0464447111619075,12.63685735324453
J03WR9,constant_noise_sigma0.1,0.48,1.0388056984673997,11.447827861969346
J03WR9,constant_noise_sigma0.1,1.0,1.035846242382881,11.402357252377863
J03WR9,constant_noise_sigma0.1,2.0,1.0329559061009854,11.396873094393984
J03WR9,constant_noise_sigma0.1,3.0,1.0298234501045624,11.395959089654168
J03WR9,constant_noise_sigma0.3,0.2,1.049296077541245,21.708721183088258
J03WR9,constant_noise_sigma0.3,0.48,1.0382921726752834,11.798212366690313
J03WR9,constant_noise_sigma0.3,1.0,1.035347492335241,11.430575189683223
J03WR9,constant_noise_sigma0.3,2.0,1.0329412426568003,11.400559633656803
J03WR9,constant_noise_sigma0.3,3.0,1.0296504805562967,11.39724050618626
J03WR9,constant_noise_sigma0.5,0.2,1.052148509138758,33.38169673202455
J03WR9,constant_noise_sigma0.5,0.48,1.0377787276415023,12.538096122350515
J03WR9,constant_noise_sigma0.5,1.0,1.0348488928869013,11.483517496544417
J03WR9,constant_noise_sigma0.5,2.0,1.032926579444859,11.406880018670053
J03WR9,constant_noise_sigma0.5,3.0,1.0294775535922778,11.39934435672925
J03WR9,constant_noise_sigma1.0,0.2,1.059284253340993,64.00993722767832
J03WR9,constant_noise_sigma1.0,0.48,1.0364954682201781,16.14164717899082
J03WR9,constant_noise_sigma1.0,1.0,1.0336030525918125,11.727245575179142
J03WR9,constant_noise_sigma1.0,2.0,1.0328899224310306,11.434230517024389
J03WR9,constant_noise_sigma1.0,3.0,1.0290454223699355,11.408206247445676
J03WR9,timevarying_no_noise,0.2,0.024879055067842503,180.12362726581574
J03WR9,timevarying_no_noise,0.48,0.025754384296475332,169.36654880538956
J03WR9,timevarying_no_noise,1.0,0.05559423425362849,74.20486916193991
J03WR9,timevarying_no_noise,2.0,0.22477571350193606,15.336930094999689
J03WR9,timevarying_no_noise,3.0,0.32884277230171594,9.154890023013136
J03WR9,timevarying_noise,0.2,0.028616361788347058,671.0918841055827
J03WR9,timevarying_noise,0.48,0.025193390418594617,207.87475229849122
J03WR9,timevarying_noise,1.0,0.055192810986387675,75.54909537406739
J03WR9,timevarying_noise,2.0,0.22476726528846558,15.361136633754919
J03WR9,timevarying_noise,3.0,0.32875974198700697,9.159926202741103
